GI number	Uniprot	log2FoldChange	Anova p-value	Description
24583743	Q9VKE7	-0.17575408024451	0.65	CG14933, isoform A [Drosophila melanogaster]
24583745	Q9VKE6	-0.0218443890432199	0.79	maltase B1 [Drosophila melanogaster]
24583749	Q8IPA2	0.314873337353412	0.27	maltase B2, isoform A [Drosophila melanogaster]
24585535	Q9VIH9	-0.204877600276737	0.35	CG9338, isoform A [Drosophila melanogaster]
24583960	Q9VK60	0.836147188677206	0.05	CG6180 [Drosophila melanogaster]
24649395	Q7KMP8	-0.188203735160621	0.4	regulatory particle non-ATPase 9, isoform A [Drosophila melanogaster]
24584058	Q9Y143	-0.138706270831592	0.78	CG5867 [Drosophila melanogaster]
24584097	Q9VJZ5	-0.238198913824941	0.52	Two A-associated protein of 42kDa [Drosophila melanogaster]
24650973	Q9VAP0	-0.203091865377512	0.57	CG14516, isoform A [Drosophila melanogaster]
24651181	A0A0B4K6N1	-0.195787064754278	0.26	ribosomal protein S8, isoform C [Drosophila melanogaster]
24651181	Q8MLY8	-0.195787064754278	0.26	ribosomal protein S8, isoform C [Drosophila melanogaster]
116007958	Q0KIB9	-0.198253724500807	0.82	mustard, isoform P [Drosophila melanogaster]
24584738	Q9VJH2	-0.770539362572781	0.23	CG31739, isoform A [Drosophila melanogaster]
116008032	Q9VDW6	0.197268668608249	0.55	dystrophin, isoform A [Drosophila melanogaster]
221330176	Q86PD3	-0.202269149783459	0.42	CG30022 [Drosophila melanogaster]
281360817	E1JJP0	0.197480723962874	0.1	upheld, isoform H [Drosophila melanogaster]
281360817	P19351	0.197480723962874	0.1	upheld, isoform H [Drosophila melanogaster]
24585112	Q9VJ11	-0.670079114359107	0.11	CG10470 [Drosophila melanogaster]
281362442	A0A0B4KGX1	-0.200464582401695	0.29	jaguar, isoform H [Drosophila melanogaster]
281362442	Q01989	-0.200464582401695	0.29	jaguar, isoform H [Drosophila melanogaster]
281362741	NA	0.19513034133199	0.5	papilin, isoform E [Drosophila melanogaster]
281363358	Q0E980	0.201330805808618	0.32	CG8547, isoform C [Drosophila melanogaster]
24585516	Q9VII9	0.226635645103787	0.44	CG31673 [Drosophila melanogaster]
442629669	Q0E8J3	0.207552802318315	0.43	zormin, isoform I [Drosophila melanogaster]
11042	P48809	-0.189033824390017	0.41	hrp48.1 [Drosophila melanogaster]
157212	Q03043	0.189661219503575	0.27	cGMP-dependent protein kinase [Drosophila melanogaster]
157963	P10676	0.189737749771579	0.4	ninaC long protein [Drosophila melanogaster]
3355742	Q9W596	0.17730453180791	0.72	EG:49E4.1 [Drosophila melanogaster]
8886088	Q9GU68	0.183846551767521	0.52	eukaryotic initiation factor 5A [Drosophila melanogaster]
24585795	Q9W5Y4	2.91528029715814	0.02	CG17018, isoform A [Drosophila melanogaster]
17530801	P54357	-0.187370135901722	0.64	myosin light chain cytoplasmic, isoform A [Drosophila melanogaster]
17737513	Q9V3Y4	0.19377174339668	0.39	mitochondrial carrier homolog 1, isoform A [Drosophila melanogaster]
17864358	A1Z9E3	0.193363372724916	0.54	elongation factor Tu mitochondrial, isoform A [Drosophila melanogaster]
20129261	Q9VMH2	-0.196397212803503	0.26	Actin-related protein 2/3 complex, subunit 4 [Drosophila melanogaster]
24586293	Q9V4N3	0.438121112391885	0.49	cytochrome b5, isoform A [Drosophila melanogaster]
24586297	Q7JWD3	-0.836073739179131	0.79	CG1598 [Drosophila melanogaster]
24586301	Q95RV5	-0.422023929594951	0.32	CG30499, isoform A [Drosophila melanogaster]
24586311	Q9V4P1	0.105534414172358	0.57	scraps, isoform B [Drosophila melanogaster]
21356377	Q9VDT1	-0.193941882560848	0.76	Arc42 [Drosophila melanogaster]
21357875	Q9VFF0	0.184667020518872	0.22	CG3731, isoform B [Drosophila melanogaster]
24586597	A1Z7F2	0.793877418140064	0.26	maltase A7 [Drosophila melanogaster]
24586638	Q4QPY6	-0.135037143556122	0.7	CG30354, isoform A [Drosophila melanogaster]
24583944	Q9VK69	-0.193603997911823	0.37	CG5525 [Drosophila melanogaster]
24640486	P11584	0.194962660835795	0.7	myospheroid [Drosophila melanogaster]
24640486	X2JAU0	0.194962660835795	0.7	myospheroid [Drosophila melanogaster]
24643409	Q8IQV9	-0.195256291398934	0.47	nucleoporin 205, isoform B [Drosophila melanogaster]
24645047	Q9VHR8	0.186654640100013	0.25	dipeptidyl aminopeptidase III, isoform C [Drosophila melanogaster]
24638958	Q9V3T2	0.0554951125917037	0.72	CG5254 [Drosophila melanogaster]
24645663	Q8INM3	0.194470119350723	0.45	slender lobes, isoform B [Drosophila melanogaster]
24639281	A0A0F6QCW0	-0.755067457051798	0.12	bcn92 [Drosophila melanogaster]
24639281	O46098	-0.755067457051798	0.12	bcn92 [Drosophila melanogaster]
24639372	Q9W4X7	-0.700684554736464	0.41	CG8636 [Drosophila melanogaster]
24639550	Q962I2	-0.137298900667415	0.84	Ras-related protein, isoform B [Drosophila melanogaster]
24647073	P06754	0.183489729024115	0.35	tropomyosin 1, isoform M [Drosophila melanogaster]
24652434	A1Z892	0.192120747556509	0.38	peroxiredoxin 2540-1 [Drosophila melanogaster]
24661120	A4V1N9	0.193823269139677	0.2	paramyosin, isoform C [Drosophila melanogaster]
24639833	A8JUY0	0.510194732319184	0.37	RNA-binding protein 4F, isoform A [Drosophila melanogaster]
24639833	Q9W4D2	0.510194732319184	0.37	RNA-binding protein 4F, isoform A [Drosophila melanogaster]
24639835	Q9XYU1	-0.21501289097085	0.57	minichromosome maintenance 3 [Drosophila melanogaster]
24639869	Q9W4C1	1.55771766453027	0.07	CG15784 [Drosophila melanogaster]
25013040	Q8IGC5	-0.190720201017904	0.2	RH56418p [Drosophila melanogaster]
24640098	G2J611	0.00478506256537705	0.79	wuho [Drosophila melanogaster]
24640098	Q9W415	0.00478506256537705	0.79	wuho [Drosophila melanogaster]
45555120	P98163	-0.193493472580717	0.59	yolkless, isoform B [Drosophila melanogaster]
50880290	Q9VE00	-0.197036847059554	0.54	cytochrome P450 [Drosophila melanogaster]
24640251	Q9W3U9	0.234465253637023	0.52	CG14434 [Drosophila melanogaster]
24640268	Q9W3U0	-0.389700723511562	0.56	CG4586 [Drosophila melanogaster]
24640291	Q9W3T2	-0.579165258598262	0.32	CG4593 [Drosophila melanogaster]
221458344	A0A0B4KHL7	0.187189434538511	0.21	CG6455, isoform C [Drosophila melanogaster]
221458344	P91928	0.187189434538511	0.21	CG6455, isoform C [Drosophila melanogaster]
225008668	Q86DS1	-0.192645077942396	0.31	HIP-replacement [Drosophila melanogaster]
442621630	A0A0B4KI10	-0.188902676256579	0.27	regulatory particle non-ATPase 2, isoform B [Drosophila melanogaster]
442623873	A1ZA73	0.187370135901722	0.34	Stretchin-Mlck, isoform R [Drosophila melanogaster]
442629645	M9PBI9	0.188793895062857	0.4	sallimus, isoform S [Drosophila melanogaster]
158739	Q24560	0.172956743020284	0.28	beta-1 tubulin [Drosophila melanogaster]
297085	P33438	0.177848076014315	0.45	glutactin [Drosophila melanogaster]
24640631	Q9W3D6	0.503938003867774	0.17	CG12065, isoform A [Drosophila melanogaster]
1208910	P50882	-0.169925001442312	0.44	ribosomal protein L9 [Drosophila melanogaster]
1321805	Q24388	-0.176250639691727	0.84	larval serum protein 2 [Drosophila melanogaster]
24640767	Q9W373	-0.15928237748181	0.11	CG12119 [Drosophila melanogaster]
24640785	Q9W363	0.407877707705978	0.88	multi sex combs [Drosophila melanogaster]
3387808	Q9V6K1	-0.177320184437477	0.37	tripeptidyl peptidase II [Drosophila melanogaster]
17137132	P49735	-0.173556085718067	0.12	minichromosome maintenance 2 [Drosophila melanogaster]
17137302	A0A0B4KFT0	0.175538607905839	0.55	cytochrome c oxidase subunit Va, isoform A [Drosophila melanogaster]
17137302	Q94514	0.175538607905839	0.55	cytochrome c oxidase subunit Va, isoform A [Drosophila melanogaster]
24641032	Q9W2U4	0.0713176882431875	0.61	protein phosphatase 4 regulatory subunit 2-related protein, isoform A [Drosophila melanogaster]
24641052	Q7KVQ8	0.390736333849685	0.49	CG1628, isoform B [Drosophila melanogaster]
17352481	P48591	-0.179909090014934	0.61	ribonucleoside diphosphate reductase large subunit [Drosophila melanogaster]
17737433	O16043	-0.16868183459168	0.43	decondensation factor 31, isoform A [Drosophila melanogaster]
17864318	Q9V3G1	-0.1760303640915	0.4	ribosomal protein L8, isoform A [Drosophila melanogaster]
24641132	Q9VZ57	-0.437516842208857	0.34	CG1637, isoform A [Drosophila melanogaster]
24641180	Q9VZ34	-0.270715142915418	0.62	CG2076 [Drosophila melanogaster]
24641198	B5RIS4	1.89740092593787	0.17	GTP-binding protein [Drosophila melanogaster]
24641198	Q9U5L1	1.89740092593787	0.17	GTP-binding protein [Drosophila melanogaster]
24641266	Q9VZ00	-0.690115095938408	0.22	CG1737 [Drosophila melanogaster]
17975579	C0HKA0	-0.176482069530614	0.38	ribosomal protein S14a, isoform B [Drosophila melanogaster]
17975579	C0HKA1	-0.176482069530614	0.38	ribosomal protein S14a, isoform B [Drosophila melanogaster]
17975579	X2JCX8	-0.176482069530614	0.38	ribosomal protein S14a, isoform B [Drosophila melanogaster]
24641317	Q9VYX8	0.118319967188761	0.49	CG1572, isoform A [Drosophila melanogaster]
24641342	Q9VYW4	0.42594298410029	0.48	CG1703 [Drosophila melanogaster]
24641361	Q961E7	1.0413957017324	0.16	phosphorylase kinase gamma, isoform B [Drosophila melanogaster]
24641388	Q9VYU9	0.0746388008927559	0.83	CG9360 [Drosophila melanogaster]
18860087	P41374	0.165423609207371	0.32	eukaryotic translation initiation factor 2alpha [Drosophila melanogaster]
18860087	X2JFR6	0.165423609207371	0.32	eukaryotic translation initiation factor 2alpha [Drosophila melanogaster]
19921734	Q7K3Z3	0.173536254994691	0.3	p47 [Drosophila melanogaster]
24641546	Q9VYM2	0.647628964023243	0.19	CG2556 [Drosophila melanogaster]
24641669	Q9VYH3	-1.48892719905333	0.07	CG2200 [Drosophila melanogaster]
24641669	X2JER0	-1.48892719905333	0.07	CG2200 [Drosophila melanogaster]
19922080	Q9V677	0.182857416984545	0.52	CG8858 [Drosophila melanogaster]
24641874	Q9VY84	0.117416265454329	0.87	CG10993 [Drosophila melanogaster]
24642023	Q8SXQ5	-0.35929586303424	0.3	CG14407 [Drosophila melanogaster]
21355081	Q9W555	-0.179108323607648	0.48	delta-coatomer protein, isoform A [Drosophila melanogaster]
21357319	Q9V3Z4	-0.180572245641821	0.17	regulatory particle non-ATPase 5 [Drosophila melanogaster]
24642084	Q9VXZ0	-0.19225256126445	0.41	CG5548 [Drosophila melanogaster]
21358555	Q960Y8	0.177396250873448	0.5	aluminum tubes, isoform G [Drosophila melanogaster]
24642424	P54352	-1.21865275640256	0.21	easily shocked, isoform A [Drosophila melanogaster]
24583248	P32100	-0.175977671564571	0.37	ribosomal protein L7 [Drosophila melanogaster]
24583248	X2J5G6	-0.175977671564571	0.37	ribosomal protein L7 [Drosophila melanogaster]
24585720	Q9V9Q4	-0.17946351579791	0.37	CG1416, isoform A [Drosophila melanogaster]
24643142	Q9VWP2	-0.178970141045319	0.76	CG7322, isoform A [Drosophila melanogaster]
24642523	Q9VXG4	0.111180172250748	0.74	annexin B11, isoform B [Drosophila melanogaster]
24642533	Q9VXF8	-0.349051143249126	0.89	RNA-binding protein 2, isoform A [Drosophila melanogaster]
24646146	Q9VGF7	-0.179852876371923	0.43	CG18347, isoform A [Drosophila melanogaster]
24647881	Q9VEB1	0.170093550427946	0.39	malate dehydrogenase 2 [Drosophila melanogaster]
24642588	Q9VXD4	-0.921603535755963	0.34	CG15865 [Drosophila melanogaster]
24642609	Q9VXC9	-0.679260784383014	0.23	CG9676 [Drosophila melanogaster]
24642613	Q9VXC7	0.283388007198195	0.68	CG9673 [Drosophila melanogaster]
24650124	Q9VBN5	-0.1760303640915	0.46	ribosomal protein L27, isoform A [Drosophila melanogaster]
24642678	Q8SY58	-0.656791479564107	0.2	CG4872 [Drosophila melanogaster]
24642713	Q9VX84	-0.336556893176964	0.54	CG16700 [Drosophila melanogaster]
24653584	A1Z9N0	0.173295785781552	0.75	optic atrophy 1-like, isoform A [Drosophila melanogaster]
25012295	NA	-0.173767067736707	0.56	LD35838p [Drosophila melanogaster]
25013021	Q8IGD2	-0.17417447444367	0.53	RH51979p, partial [Drosophila melanogaster]
45549139	A8E774	-0.173744872599117	0.48	cyclophilin 1 [Drosophila melanogaster]
45549139	P25007	-0.173744872599117	0.48	cyclophilin 1 [Drosophila melanogaster]
45550732	A0A0B4LGZ7	0.16868183459168	0.25	fau, isoform A [Drosophila melanogaster]
45550732	C0HK92	0.16868183459168	0.25	fau, isoform A [Drosophila melanogaster]
62473454	P13217	0.179239677718852	0.49	no receptor potential A, isoform D [Drosophila melanogaster]
62473454	X2JCI4	0.179239677718852	0.49	no receptor potential A, isoform D [Drosophila melanogaster]
24643243	Q9VWI2	-0.794885570095388	0.32	Nat1 [Drosophila melanogaster]
68051705	Q4QPQ0	0.182376742488569	0.26	GH22814p [Drosophila melanogaster]
78706744	Q7KSQ0	0.175496796111986	0.33	scheggia, isoform E [Drosophila melanogaster]
281359589	D1YSG8	0.169741370685253	0.35	Calcium/calmodulin-dependent protein kinase II, isoform J [Drosophila melanogaster]
24643390	Q9VWD0	0.985897296881817	0.02	parvin [Drosophila melanogaster]
320544214	Q8MLU9	0.177998301977994	0.44	CG13492 [Drosophila melanogaster]
386766497	A0A0B4K7J2	0.178221142997404	0.71	nucleoporin 358, isoform B [Drosophila melanogaster]
442625607	M9PBV2	0.180572245641821	0.75	NTPase, isoform F [Drosophila melanogaster]
24643838	Q9VMY5	0.311461095836294	0.33	CG12582, isoform A [Drosophila melanogaster]
24643849	Q9VMY9	0.354764676895908	0.22	dihydropterin deaminase [Drosophila melanogaster]
508083071	R9S0M5	-0.173536254994691	0.38	FI20527p1 [Drosophila melanogaster]
400448	P36241	-0.170259617016325	0.58	ribosomal protein L19 [Drosophila melanogaster]
24644107	Q9VN71	1.533341949085	0.4	CG14661, isoform A [Drosophila melanogaster]
433474	P49455	0.169291267612272	0.38	protein 33-specific exons [Drosophila melanogaster]
1490236	Q24439	0.164119379761107	0.62	oligomycin sensitivity conferring protein precursor [Drosophila melanogaster]
24644201	Q9VNA5	-0.566032772186305	0.12	proteasome beta7 subunit, isoform A [Drosophila melanogaster]
24644339	Q8IPP8	0.0111405576052004	0.86	CG31548 [Drosophila melanogaster]
24644341	Q9VNF5	-0.140739920172576	0.75	CG12170 [Drosophila melanogaster]
24644398	Q9VNH7	-0.479384477294404	0.27	CG2082, isoform A [Drosophila melanogaster]
24644404	E2QD00	0.668058116484618	0.15	jagunal, isoform A [Drosophila melanogaster]
24644404	Q7K1V5	0.668058116484618	0.15	jagunal, isoform A [Drosophila melanogaster]
24644413	Q0KIB3	-0.0263685285093811	0.69	CG2051, isoform A [Drosophila melanogaster]
24644434	Q8IPQ7	0.277688101381402	0.28	CG42675, isoform D [Drosophila melanogaster]
24644446	Q7JVN6	0.139315575536269	0.51	CG1213, isoform A [Drosophila melanogaster]
3115387	NA	0.153912683453681	0.53	flotillin-2 [Drosophila melanogaster]
24644712	Q9VI53	0.28317205140487	0.41	CG1105 [Drosophila melanogaster]
24644870	Q9V3Z2	-0.140116272092674	0.71	serine protease 7, isoform A [Drosophila melanogaster]
24644901	Q7KSW3	0.583145061239111	0.34	CG31472, isoform B [Drosophila melanogaster]
24644923	Q9VHY6	0.584962500721156	0.68	CG2943 [Drosophila melanogaster]
24644932	A0A0C5K8A0	-0.0712005287758764	0.91	lodestar [Drosophila melanogaster]
24644932	P34739	-0.0712005287758764	0.91	lodestar [Drosophila melanogaster]
13560842	Q8INI8	-0.167028604081414	0.17	heat shock protein Hsp70Ba [Drosophila melanogaster]
24644968	Q9VHW0	-0.321928094887362	0.33	CG7910 [Drosophila melanogaster]
17137738	Q7KMQ0	-0.15718333255073	0.51	regulatory particle triple-A ATPase 1 [Drosophila melanogaster]
24645112	Q9VHN9	-0.74676888545144	0.57	pink [Drosophila melanogaster]
24645112	U3PV63	-0.74676888545144	0.57	pink [Drosophila melanogaster]
24645175	Q9VHL4	-1.27957408198372	0.14	ionotropic receptor 85a [Drosophila melanogaster]
17737290	H1ZYF1	-0.170875456079027	0.42	ribosomal protein S6, isoform B [Drosophila melanogaster]
17737290	P29327	-0.170875456079027	0.42	ribosomal protein S6, isoform B [Drosophila melanogaster]
17737941	P11146	-0.165586065717975	0.17	heat shock protein cognate 2 [Drosophila melanogaster]
24645325	Q9VHF2	0.0872183940297355	0.64	CG18473 [Drosophila melanogaster]
24645339	Q9VHE5	-0.410315089036441	0.28	ribosomal protein L34b, isoform A [Drosophila melanogaster]
17864148	Q8I0G5	0.165423609207371	0.78	gamma-coatomer protein, isoform A [Drosophila melanogaster]
24645407	O62531	-0.236606280556149	0.12	AP-47 [Drosophila melanogaster]
19922142	Q8SZ28	0.164445072127168	0.77	CG3884, isoform B [Drosophila melanogaster]
24645455	A0A0B4K6D2	-0.228477183797425	0.68	CG16817, isoform A [Drosophila melanogaster]
24645455	Q9VH95	-0.228477183797425	0.68	CG16817, isoform A [Drosophila melanogaster]
19922662	Q9W2N0	0.166387011607706	0.54	capping protein alpha [Drosophila melanogaster]
21358039	Q9VTU4	-0.161315457223832	0.52	CG5642 [Drosophila melanogaster]
21358207	Q9VFP1	0.166192282565982	0.41	Cyp6d5 [Drosophila melanogaster]
24645648	Q9VH09	0.597240830499593	0.24	CG3999, isoform A [Drosophila melanogaster]
21358615	Q9VAC1	0.160209846609101	0.27	CG7920, isoform A [Drosophila melanogaster]
24645728	Q8INL3	0.123057133056618	0.65	CG31373 [Drosophila melanogaster]
24640557	A4V449	0.16635838642212	0.21	NADH:ubiquinone reductase 75kD subunit precursor, isoform A [Drosophila melanogaster]
24640557	Q94511	0.16635838642212	0.21	NADH:ubiquinone reductase 75kD subunit precursor, isoform A [Drosophila melanogaster]
24642027	F2FB46	0.153912683453681	0.53	Flotillin-2, isoform A [Drosophila melanogaster]
24645845	Q9VGT0	2.2467505394579	0.02	UDP-glycosyltransferase 35b [Drosophila melanogaster]
24645865	A0A1B3Q3N5	-0.86171133607238	0.07	ribosomal protein S25, isoform A [Drosophila melanogaster]
24645865	P48588	-0.86171133607238	0.07	ribosomal protein S25, isoform A [Drosophila melanogaster]
24645889	Q9VGR0	-0.24829310749231	0.59	CG17187 [Drosophila melanogaster]
24643010	Q9VWV6	0.168037891898047	0.09	transferrin 1 [Drosophila melanogaster]
24646105	Q9VGH5	0.626599909574673	0.28	glorund, isoform A [Drosophila melanogaster]
24643988	NA	-0.158816305828542	0.38	eIF3-S10 [Drosophila melanogaster]
24645757	A0A1B2AL87	-0.161522560446615	0.38	fau, isoform C [Drosophila melanogaster]
24645757	C0HK95	-0.161522560446615	0.38	fau, isoform C [Drosophila melanogaster]
24646155	Q9VGF3	-0.074904809013891	0.77	CG18547 [Drosophila melanogaster]
24651125	O01666	0.16017702489075	0.43	ATP synthase-gamma chain, isoform A [Drosophila melanogaster]
24646169	Q9VGE7	-0.583872825802079	0.16	Ectoderm-expressed 3 [Drosophila melanogaster]
24646251	Q9VGA0	0.29891144216239	0.88	glutathione S transferase D9 [Drosophila melanogaster]
24655311	A1ZBE9	0.163135835779673	0.15	CG15100 [Drosophila melanogaster]
24646383	Q9VG33	-0.182105125234469	0.41	CG12279 [Drosophila melanogaster]
25009816	Q8IHB4	0.161096242067575	0.32	AT16867p, partial [Drosophila melanogaster]
24646855	Q8SZN1	1.30567874324229	0.04	CG31313, isoform A [Drosophila melanogaster]
24646857	Q9VFI3	-0.543621705340257	0.16	CG8066, isoform A [Drosophila melanogaster]
24646928	Q9VFF6	-0.696989118455267	0.31	CG3610 [Drosophila melanogaster]
24646975	Q9VFD0	0.184891267616317	0.73	CG3984 [Drosophila melanogaster]
28317180	Q9U9Q4	-0.16905825762478	0.92	GM14618p, partial [Drosophila melanogaster]
24647013	Q8MRT7	-0.0221957461141962	0.87	CG4210 [Drosophila melanogaster]
38048145	Q6XI79	0.168224712452473	0.51	similar to Drosophila melanogaster CG9762, partial [Drosophila yakuba]
45553475	NA	0.168505724356978	0.19	glutamate dehydrogenase, isoform F [Drosophila melanogaster]
221330856	P37276	-0.160991876672305	0.47	dynein heavy chain 64C, isoform C [Drosophila melanogaster]
442615611	M9PH20	0.168037891898047	0.56	retinal degeneration A, isoform I [Drosophila melanogaster]
24647164	Q8SWR8	-0.362570079384708	0.41	Ataxin-2, isoform A [Drosophila melanogaster]
24647182	Q9VF56	0.904119962988187	0.63	CG5205 [Drosophila melanogaster]
442621874	A0A0B4KHW3	0.161463422694116	0.11	aralar1, isoform F [Drosophila melanogaster]
7833	P27619	0.148863385914483	0.5	dynamin [Drosophila melanogaster]
24647263	Q9VF24	-0.691488594259119	0.27	crossveinless d [Drosophila melanogaster]
24647287	Q9VF12	-0.595557615960355	0.21	CG31291, isoform A [Drosophila melanogaster]
24647295	Q960T2	-0.730360028632754	0.16	Synapse-associated protein 47kD, isoform A [Drosophila melanogaster]
24647481	Q9VET3	-0.381728800193747	0.46	CG14903 [Drosophila melanogaster]
552101	NA	0.148863385914483	0.48	myosin heavy-chain a, partial [Drosophila melanogaster]
790585	Q09332	0.156868848616866	0.45	UDP-glucose:glycoprotein glucosyltransferase precursor [Drosophila melanogaster]
24647605	Q9VEN3	-0.107276736318075	0.78	germinal centre kinase III [Drosophila melanogaster]
24647665	Q9VEK7	-0.0267173383757794	0.98	cellular repressor of E1A-stimulated genes, isoform A [Drosophila melanogaster]
24647789	Q9VEE9	0.403251584901133	0.35	CG18012, isoform A [Drosophila melanogaster]
1857602	Q7JND6	0.153857457506122	0.6	cuticle protein ACP65A [Drosophila melanogaster]
3108349	NA	0.149823795385803	0.3	pyruvate kinase [Drosophila melanogaster]
7271162	Q9NFN9	-0.148656384688661	0.4	putative Sec23 protein [Drosophila melanogaster]
24648076	B5RIU6	0.71682794859513	0.3	endophilin A, isoform A [Drosophila melanogaster]
24648076	Q8T390	0.71682794859513	0.3	endophilin A, isoform A [Drosophila melanogaster]
24648089	A0A0B4KHD3	-2.08942082445724	0.01	mitochondrial pyruvate carrier, isoform B [Drosophila melanogaster]
24648089	Q7KSC4	-2.08942082445724	0.01	mitochondrial pyruvate carrier, isoform B [Drosophila melanogaster]
24648236	NA	-0.477452444596122	0.01	CG31219, isoform A [Drosophila melanogaster]
24648255	Q9VDU3	3.11529058560395	0.000103	CG11659 [Drosophila melanogaster]
24648277	Q9VDT4	-0.10904275929529	0.6	CG4686, isoform A [Drosophila melanogaster]
24648279	Q9VDT3	-0.238610931894576	0.53	CG4562, isoform A [Drosophila melanogaster]
24648329	Q9VDQ7	1.09830263842977	0.38	phagocyte signaling impaired [Drosophila melanogaster]
24648329	U3Q053	1.09830263842977	0.38	phagocyte signaling impaired [Drosophila melanogaster]
24648444	Q86BR8	-0.527385225144341	0.42	mitochondrial transcription factor A, isoform B [Drosophila melanogaster]
10121901	P22464	-0.156504485679991	0.47	annexin B9a [Drosophila melanogaster]
24648619	Q9VDE8	3.34407389796775	0.02	CG7044 [Drosophila melanogaster]
24648628	Q9VDE4	-0.461938992215523	0.63	CG17282 [Drosophila melanogaster]
17136646	O46037	0.153156788061421	0.32	vinculin [Drosophila melanogaster]
17136646	X2JAB9	0.153156788061421	0.32	vinculin [Drosophila melanogaster]
17136984	Q9VMD9	0.150447626943008	0.34	tiggrin [Drosophila melanogaster]
17136984	X2JDD7	0.150447626943008	0.34	tiggrin [Drosophila melanogaster]
17647191	Q00963	0.148522524710088	0.37	beta spectrin, isoform A [Drosophila melanogaster]
17736973	Q9V3I2	-0.156275939930461	0.61	Rab5, isoform E [Drosophila melanogaster]
24648944	Q9VD30	-0.977279923499917	0.29	retinol dehydrogenase B, isoform A [Drosophila melanogaster]
17737895	P46415	-0.15327925013232	0.06	formaldehyde dehydrogenase [Drosophila melanogaster]
17738051	P06002	0.15200309344505	0.57	neither inactivation nor afterpotential E [Drosophila melanogaster]
17933498	Q9V3S0	-0.154328146391294	0.38	cytochrome P450-4g1 [Drosophila melanogaster]
21355753	Q9VSL9	0.145771139733535	0.64	CG6638 [Drosophila melanogaster]
21355773	Q9V3G7	-0.154577037108876	0.33	regulatory particle non-ATPase 7 [Drosophila melanogaster]
24645208	Q9VHJ8	0.157009113557027	0.42	skpA associated protein, isoform A [Drosophila melanogaster]
24649293	P51023	-0.226635645103787	0.33	pointed, isoform D [Drosophila melanogaster]
24647110	P54397	-0.147753620443692	0.55	FK506-binding protein 1 [Drosophila melanogaster]
24649427	Q9VCH1	0.303264250622327	0.1	eukaryotic translation initiation factor 4G2 [Drosophila melanogaster]
24647199	Q9VF51	-0.15298086036888	0.57	CG6045 [Drosophila melanogaster]
24649473	Q9VCF2	-1.51878729020563	0.64	CG31140, isoform A [Drosophila melanogaster]
24649486	Q8IMX8	0.909397451219093	0.18	LSm3, isoform A [Drosophila melanogaster]
24656494	Q9VZU4	0.153656612297564	0.38	CG12079 [Drosophila melanogaster]
24649976	Q9VBU9	-0.338416217675931	0.08	ribosomal protein S27, isoform A [Drosophila melanogaster]
24659809	A0A1B2AIW6	-0.155991195613938	0.63	Diazepam-binding inhibitor, isoform A [Drosophila melanogaster]
24659809	P42281	-0.155991195613938	0.63	Diazepam-binding inhibitor, isoform A [Drosophila melanogaster]
24650005	Q9VBT4	-0.0937638309179945	0.69	CG31104 [Drosophila melanogaster]
24650009	Q9VBT2	0.317964087831988	0.78	CG11893 [Drosophila melanogaster]
24650033	Q9VBS6	1.60968274151224	0.13	CG31087, isoform A [Drosophila melanogaster]
24663668	P41042	0.157336537748091	0.86	ribosomal protein S4, isoform A [Drosophila melanogaster]
24663668	X2JGM9	0.157336537748091	0.86	ribosomal protein S4, isoform A [Drosophila melanogaster]
28571730	Q86BP1	0.138519864081428	0.84	CG5044, isoform B [Drosophila melanogaster]
24650270	Q9VBG7	-0.386416821339076	0.04	CG31086, isoform A [Drosophila melanogaster]
24650422	A4V3G9	0.235812937098769	0.49	ribonuclear protein at 97D, isoform A [Drosophila melanogaster]
24650422	Q02926	0.235812937098769	0.49	ribonuclear protein at 97D, isoform A [Drosophila melanogaster]
28571758	Q9VEG6	-0.151097730979888	0.64	Peroxinectin-like [Drosophila melanogaster]
28572127	Q95SI7	0.156119201917282	0.49	CG6028 [Drosophila melanogaster]
45551448	Q76NR6	0.14914343930581	0.17	regucalcin, isoform D [Drosophila melanogaster]
24650873	Q9VAT1	-0.536229928897514	0.15	CG1647, isoform A [Drosophila melanogaster]
24650924	P13678	-0.958745801523743	0.08	protein C kinase 98E, isoform A [Drosophila melanogaster]
24650927	Q9VAQ4	2.22044677702148	0.02	CG11841 [Drosophila melanogaster]
24650935	Q9VAQ0	-0.771966339947788	0.45	Cullin-5 [Drosophila melanogaster]
161076367	A1Z713	-0.148322746957101	0.54	vacuolar protein sorting 13, isoform A [Drosophila melanogaster]
194911980	B3P985	0.150175740394043	0.67	GG12751 [Drosophila erecta]
24651179	Q9VAF2	0.703606997219775	0.93	CG15514, isoform A [Drosophila melanogaster]
225193096	C0PV64	-0.146156835509363	0.58	MIP07547p [Drosophila melanogaster]
24651187	A4V3L8	0.157791245806457	0.99	CG7816, isoform A [Drosophila melanogaster]
24651187	Q9VAF0	0.157791245806457	0.99	CG7816, isoform A [Drosophila melanogaster]
24651231	Q8I0P9	-1.40377653815382	0.02	acid phosphatase 1, isoform B [Drosophila melanogaster]
24651247	Q9VAC4	0	0.97	CG7911, isoform A [Drosophila melanogaster]
24651315	Q8IMJ0	0.229738830542087	0.75	CG31030, isoform A [Drosophila melanogaster]
24651333	Q9VA93	-0.250113178894898	0.38	CG15531 [Drosophila melanogaster]
255918253	C6TP73	0.156401557342567	0.36	LP17834p [Drosophila melanogaster]
