GI number	Uniprot	log2FoldChange	Anova p-value	Description
24638958	Q9V3T2	-0.404390255079335	0.09	CG5254 [Drosophila melanogaster]
24645112	Q9VHN9	0.403970460740868	0.54	pink [Drosophila melanogaster]
24645112	U3PV63	0.403970460740868	0.54	pink [Drosophila melanogaster]
24645325	Q9VHF2	0.398275921832188	0.05	CG18473 [Drosophila melanogaster]
3337431	O76281	0.144194726348895	0.54	projectin
24657549	Q9W299	-0.400537929583729	0.09	CG11474, isoform A [Drosophila melanogaster]
3355742	Q9W596	0.226662016168832	0.46	EG:49E4.1
3676167	O77285	0.253215344803348	0.2	coatomer alpha subunit
62008693	P13096	-0.404198266917379	0.14	enhancer of split m5 protein [Drosophila melanogaster]
4071031	Q24238	0.172209554636866	0.51	alkaline phosphatase
161077411	Q9W1Z6	-0.401472771697041	0.35	stall, isoform C [Drosophila melanogaster]
4105503	Q9VV72	-0.143297785860698	0.63	multiple inositol polyphosphate phosphatase 1
442624031	A0A0B4KFT9	0.398709329374843	0.09	quaking related 54B, isoform E [Drosophila melanogaster]
2313043	O18337	-0.391020618160308	0.59	rab-related protein 4 [Drosophila melanogaster]
4426611	Q9VLT5	0.152490408106292	0.47	pushover
17136674	A0A0B4LFM0	0.387755406625502	0.42	calbindin 53E [Drosophila melanogaster]
17136674	P41044	0.387755406625502	0.42	calbindin 53E [Drosophila melanogaster]
5911472	Q9U5W6	0.199661711804787	0.36	microtubule associated protein
6002112	Q9U5W7	0.290410844765099	0.06	serpin, putative
6517192	Q9U5D5	-0.440041505408738	0.18	Drab2
6561479	P54622	-0.597352481239956	0.06	single-strand specific DNA-binding protein
19920498	Q9VPX5	-0.395019605701886	0.45	CG4764 [Drosophila melanogaster]
6694276	Q7KJV5	-0.325456906367609	0.41	ubiquitin-like protein activating enzyme N subunit
6716512	NA	-0.217417605921156	0.34	translation elongation factor 1 gamma
19921810	Q7K519	-0.385598390074403	1	RagC [Drosophila melanogaster]
19922710	Q8MLV1	-0.39140160784042	0.36	lamin B receptor, isoform A [Drosophila melanogaster]
6716514	NA	-0.252692461612335	0.27	translation elongation factor 1 gamma
7579901	Q26433	0.411255858736417	0.17	myosin heavy chain
7672773	Q7KMR7	-0.192883914966514	0.41	thioredoxin-like protein TXL
22024078	N0A733	-0.394860803921521	0.85	COP9 complex homolog subunit 7 [Drosophila melanogaster]
22024078	Q9V4S8	-0.394860803921521	0.85	COP9 complex homolog subunit 7 [Drosophila melanogaster]
8886088	Q9GU68	-0.190190945215797	0.59	eukaryotic initiation factor 5A
11125712	Q9GV29	-0.144679752639191	0.75	prophenoloxidase
11321422	Q9GSE0	-0.578385566317903	0.06	focal contact protein paxillin
11993642	NA	-0.142511644467752	0.64	integral membrane pore glycoprotein gp210
13560842	Q8INI8	-0.221663971413934	0.19	heat shock protein Hsp70Ba
13958630	Q95NR4	-0.278301162487104	0.2	bicoid mRNA stability factor
15291801	Q9VJ39	-0.172836596862216	0.62	LD27070p
15292445	Q960H1	-0.662227627047859	0.34	LP12301p
281364600	Q9VLT1	-0.387785177026546	0.24	mon2 [Drosophila melanogaster]
281364600	X2J564	-0.387785177026546	0.24	mon2 [Drosophila melanogaster]
16197915	P13706	-0.185555653156077	0.23	GM14480p
442616752	M9PHV3	0.388333420557822	0.37	RhoGAPp190, isoform F [Drosophila melanogaster]
442632849	M9PFR6	-0.395137941841139	0.17	multiprotein bridging factor 1, isoform E [Drosophila melanogaster]
16768432	Q95SA6	-0.24716032648539	0.48	GM04535p
17136292	Q00174	0.324839690307266	0.2	laminin A
17136706	M9MRT6	-0.369013230957104	0.2	roughened, isoform A [Drosophila melanogaster]
17136706	P08645	-0.369013230957104	0.2	roughened, isoform A [Drosophila melanogaster]
17136294	P11046	0.312493813882709	0.06	LanB1, isoform A
17648049	Q9VTZ5	0.388479287795968	0.27	transferrin 2 [Drosophila melanogaster]
17136306	P11996	-0.297522782219085	0.49	larval serum protein 1 beta
17136306	X2J8F5	-0.297522782219085	0.49	larval serum protein 1 beta
17136324	G3M3A2	-0.485426827170242	0.06	ribosomal protein S3
17136324	Q06559	-0.485426827170242	0.06	ribosomal protein S3
17136334	P12426	-0.453365617937943	0.36	adenine phosphoribosyltransferase
17136334	X2J8L3	-0.453365617937943	0.36	adenine phosphoribosyltransferase
17136400	M9NES0	-0.133266530863464	0.89	arrestin 1, isoform A
17136400	P15372	-0.133266530863464	0.89	arrestin 1, isoform A
17136518	P38979	-0.207941265038908	0.17	stubarista, isoform A
17136574	P15357	-0.301599689183005	0.15	ribosomal protein S27A
17136574	Q8IGR0	-0.301599689183005	0.15	ribosomal protein S27A
21357105	Q9VNC1	-0.378906247310381	0.09	mitochondrial ribosomal protein L44 [Drosophila melanogaster]
21357525	Q9VW12	0.373617571898863	0.57	CG9231 [Drosophila melanogaster]
21357525	X2JGV8	0.373617571898863	0.57	CG9231 [Drosophila melanogaster]
17136594	Q24062	0.280401537803882	0.68	black, isoform A
24642713	Q9VX84	0.373805311181571	0.48	CG16700 [Drosophila melanogaster]
24644434	Q8IPQ7	0.383328639551506	0.32	CG42675, isoform D [Drosophila melanogaster]
17136620	P23696	-0.158527446185196	0.57	microtubule star
17136620	X2JDI1	-0.158527446185196	0.57	microtubule star
24649976	Q9VBU9	-0.375509135092206	0.11	ribosomal protein S27, isoform A [Drosophila melanogaster]
17136630	Q7K2W6	-0.327839057376974	0.25	prophenol oxidase A1
28557579	Q86NM2	-0.37851162325373	0.13	RH24769p [Drosophila melanogaster]
28571932	NA	-0.378705286592619	0.3	dj-1beta [Drosophila melanogaster]
82705742	A0A077Y8R9	-0.380393347261144	0.51	hypothetical protein [Plasmodium yoelii yoelii 17XNL]
82705742	Q7RAQ8	-0.380393347261144	0.51	hypothetical protein [Plasmodium yoelii yoelii 17XNL]
116805876	A0ANZ0	-0.367933264151801	0.36	CG10206 [Drosophila melanogaster]
161077044	A2RVI0	-0.384392181834016	0.41	CG42319, isoform D [Drosophila melanogaster]
17136632	M9PD75	-0.204538756523649	0.2	porin, isoform A
17136632	Q94920	-0.204538756523649	0.2	porin, isoform A
221330619	NA	-0.382469636822413	0.4	eyes shut, isoform C [Drosophila melanogaster]
259013607	C8VV29	0.377451114066014	0.43	AT19585p [Drosophila melanogaster]
17136646	O46037	0.152352371994363	0.14	vinculin
17136646	X2JAB9	0.152352371994363	0.14	vinculin
17136734	M9PB84	-0.44120786001839	0.11	ribosomal protein S2, isoform A
17136734	P31009	-0.44120786001839	0.11	ribosomal protein S2, isoform A
442625344	M9PBQ4	0.377811215613486	0.17	apoptosis inducing factor, isoform C [Drosophila melanogaster]
17136742	A0A0B4LGZ3	-0.201139872107851	0.27	twins, isoform A
17136742	P36872	-0.201139872107851	0.27	twins, isoform A
17136792	Q9VKE2	0.191406535836662	0.13	crystallin
17136796	E1JIJ5	-0.149681781534929	0.19	vacuolar H[+]-ATPase 55kD B subunit, isoform B
17136796	P31409	-0.149681781534929	0.19	vacuolar H[+]-ATPase 55kD B subunit, isoform B
1079121	NA	-0.370368449945115	0.33	probable ribosomal protein - fruit fly (Drosophila melanogaster)
17136812	A0A0B4LGQ1	0.241277434899124	0.34	superoxide dismutase 2 (Mn)
17136812	Q00637	0.241277434899124	0.34	superoxide dismutase 2 (Mn)
17136832	Q03334	-0.43076185157186	0.09	ribosomal protein S13, isoform A
17136832	X2J950	-0.43076185157186	0.09	ribosomal protein S13, isoform A
17136836	M9MRD0	0.263866170077582	0.35	ubiquitin carboxy-terminal hydrolase, isoform A
17136836	P35122	0.263866170077582	0.35	ubiquitin carboxy-terminal hydrolase, isoform A
17136866	M9PG22	-0.495679683146589	0.17	ADP ribosylation factor 79F, isoform B
17136866	P61209	-0.495679683146589	0.17	ADP ribosylation factor 79F, isoform B
17136882	P41094	-0.228477183797425	0.22	ribosomal protein S18, isoform A
17136898	Q7KN94	-0.306888695423221	0.08	walrus, isoform B
17136958	M9NEU5	-0.326228232320988	0.06	chickadee, isoform A
17136958	P25843	-0.326228232320988	0.06	chickadee, isoform A
20151307	Q8T3P8	-0.372524701175957	0.1	AT23778p [Drosophila melanogaster]
21355217	Q9VC94	0.368282160472893	0.3	CG5728 [Drosophila melanogaster]
21356023	Q9VU34	-0.370368449945115	0.46	MICAL-like [Drosophila melanogaster]
17136986	A0A1B2AKQ4	-0.375699351328343	0.13	twinstar
17136986	P45594	-0.375699351328343	0.13	twinstar
17137026	A0A0B4LGZ5	-0.713764271748204	0.06	ribosomal protein L11
17137026	P46222	-0.713764271748204	0.06	ribosomal protein L11
17137100	P48148	-0.556179600092127	0.1	Rho1, isoform A
17137132	P49735	-0.201298389701824	0.06	minichromosome maintenance 2
24665247	Q9VV42	-0.372176284764646	0.51	photoreceptor dehydrogenase, isoform A [Drosophila melanogaster]
28317156	Q7KLW6	-0.366674477717445	0.21	LD06837p, partial [Drosophila melanogaster]
28571526	Q8SX57	-0.37851162325373	0.39	CG31549, isoform A [Drosophila melanogaster]
45552331	Q8SXD5	0.371665075322896	0.4	virus-induced RNA 1, isoform C [Drosophila melanogaster]
46409110	Q6NL96	-0.367809605157843	0.31	RH07858p [Drosophila melanogaster]
66772781	Q4V3L0	0.364449200511186	0.93	IP10101p [Drosophila melanogaster]
85724746	Q8SXX1	-0.370982319200908	0.3	CG17471, isoform B [Drosophila melanogaster]
17137200	O62602	-0.17725162381902	0.72	licorne
324096364	F0JAH0	-0.362570079384708	0.1	DI01061p [Drosophila melanogaster]
386765708	A0A0C4DHG5	-0.373592780981492	0.04	B52, isoform M [Drosophila melanogaster]
386765708	P26686	-0.373592780981492	0.04	B52, isoform M [Drosophila melanogaster]
386770742	M9ND57	-0.369492223576114	0.16	CG7546, isoform E [Drosophila melanogaster]
17137212	A4V0B5	0.208878635786888	0.51	nervana 2, isoform C
17137212	Q24048	0.208878635786888	0.51	nervana 2, isoform C
17137242	A0A0B4LEV2	0.192003166901377	0.06	disc proliferation abnormal
17137242	Q26454	0.192003166901377	0.06	disc proliferation abnormal
158723	P35004	-0.349584437790228	0.37	trypsin-beta [Drosophila melanogaster]
18860079	Q9VX14	-0.361026532555294	0.35	Ucp4A, isoform A [Drosophila melanogaster]
18921123	Q9W4K0	-0.352652228356687	0.53	CHOp24 [Drosophila melanogaster]
17137260	D1Z3A2	0.256277039658485	0.14	ATPase coupling factor 6, isoform A
17137260	Q24407	0.256277039658485	0.14	ATPase coupling factor 6, isoform A
19923000	Q94915	-0.352734141668537	0.28	rhythmically expressed gene 2 [Drosophila melanogaster]
20129463	Q9VKD3	-0.358655029381325	0.37	CG12264 [Drosophila melanogaster]
20129611	Q9VJ14	-0.354052297943001	0.34	mind bomb 2, isoform A [Drosophila melanogaster]
21064635	Q8MYW6	-0.358942937207918	0.43	RE61589p [Drosophila melanogaster]
21356001	Q9VKM3	-0.358453970912476	0.12	lethal (2) 06225, isoform A [Drosophila melanogaster]
21358417	Q9W380	-0.353109750135642	0.43	CG9034 [Drosophila melanogaster]
24581544	M9NDE3	-0.355936987052261	0.38	CG3921, isoform A [Drosophila melanogaster]
17137262	M9PCE8	-0.293344239991053	0.26	Angiotensin-converting enzyme-related, isoform A
17137262	Q9VLJ6	-0.293344239991053	0.26	Angiotensin-converting enzyme-related, isoform A
24641180	Q9VZ34	0.35453276031929	0.43	CG2076 [Drosophila melanogaster]
24644341	Q9VNF5	-0.360683832297134	0.56	CG12170 [Drosophila melanogaster]
17137540	Q9VPN5	-0.375967934600251	0.14	Hsp70/Hsp90 organizing protein homolog
17137592	O77410	-0.240379200173483	0.08	Int6 homologue
17137740	A0A0B4K7Z5	-0.148341851325563	0.49	regulatory particle non-ATPase 6, isoform B
17137740	Q7KLV9	-0.148341851325563	0.49	regulatory particle non-ATPase 6, isoform B
28574898	Q9VUV9	0.352452961900821	0.09	lethal (3) 72Ab [Drosophila melanogaster]
42415447	Q6NMU8	0.361678683738107	0.9	AT20004p [Drosophila melanogaster]
161077005	A8DZ24	-0.351018771787751	0.27	CG42748, isoform D [Drosophila melanogaster]
17137758	M9PGA7	0.159738742224655	0.25	alpha actinin, isoform C
17137758	P18091	0.159738742224655	0.25	alpha actinin, isoform C
386770414	NA	0.356934544715276	0.07	Myocardin-related transcription factor, isoform E [Drosophila melanogaster]
442625910	M9PBZ0	-0.357153468089242	0.61	dumpy, isoform R [Drosophila melanogaster]
17137782	M9NDC3	0.169281084876886	0.17	female sterile (2) ketel, isoform A
17137782	O18388	0.169281084876886	0.17	female sterile (2) ketel, isoform A
2286211	O18358	-0.337034987277571	0.36	putative ARF1 GTPase activating protein [Drosophila melanogaster]
17157991	Q9V3P0	-0.299789117618114	0.12	thioredoxin peroxidase 1, isoform A
17157991	X2JF59	-0.299789117618114	0.12	thioredoxin peroxidase 1, isoform A
17352481	P48591	0.328948522565135	0.27	ribonucleoside diphosphate reductase large subunit
17530823	Q9W3Z3	-0.204819791888498	0.36	serine pyruvate aminotransferase
17933586	Q9W3C4	0.342261096984369	0.18	hexosaminidase 2 [Drosophila melanogaster]
19921102	Q9VKT9	-0.339946452289713	0.8	lipase 4, isoform A [Drosophila melanogaster]
19922222	Q7JZE8	-0.350367115810454	0.36	CG8323 [Drosophila melanogaster]
17530861	E1JJF9	0.165554519333217	0.18	neuroglian, isoform A
17530861	P20241	0.165554519333217	0.18	neuroglian, isoform A
20128959	A4V3W8	-0.3456125478884	0.36	CG32795, isoform B [Drosophila melanogaster]
20128959	Q9U1M2	-0.3456125478884	0.36	CG32795, isoform B [Drosophila melanogaster]
17530883	P36951	-0.840933514032381	0.24	GIP-like
17647141	Q9VTV3	-0.290296485838251	0.18	adenylate kinase-1, isoform A
21355399	Q9VCJ8	0.343766003259366	0.33	Spatzle-Processing enzyme [Drosophila melanogaster]
17647191	Q00963	0.184839675453596	0.2	beta spectrin, isoform A
21358169	Q9VTU8	-0.349856930301987	0.72	carbonic anhydrase 2, isoform A [Drosophila melanogaster]
24580965	Q9VQ58	0.337034987277571	0.1	CG15356 [Drosophila melanogaster]
24642588	Q9VXD4	-0.342086819521203	0.75	CG15865 [Drosophila melanogaster]
24644339	Q8IPP8	-0.348494894172986	0.34	CG31548 [Drosophila melanogaster]
24645648	Q9VH09	-0.347165386386385	0.37	CG3999, isoform A [Drosophila melanogaster]
24646251	Q9VGA0	0.342392197447078	0.41	glutathione S transferase D9 [Drosophila melanogaster]
17647469	P13496	0.567888987362215	0.08	glued
17647515	P29843	-0.15200309344505	0.06	heat shock protein cognate 1, isoform A
24653139	A1Z934	-0.346590149121631	0.14	CG8778 [Drosophila melanogaster]
17647521	P02518	-0.267772324840457	0.18	heat shock protein 27
17647521	X2JC82	-0.267772324840457	0.18	heat shock protein 27
45550506	Q9W1F7	-0.339357901013739	0.33	CG2970, isoform A [Drosophila melanogaster]
17647529	M9PBL3	-0.18322182405577	0.25	heat shock protein 83, isoform A
17647529	P02828	-0.18322182405577	0.25	heat shock protein 83, isoform A
68051607	Q4QPU9	-0.350497247084133	0.44	IP04554p [Drosophila melanogaster]
209944514	B6UXE4	0.34268665505416	0.23	non-claret disjunctional [Drosophila melanogaster]
261824080	D0IQ98	0.347923303420307	0.03	LD11952p [Drosophila melanogaster]
17647709	Q23978	0.293358942690592	0.07	myosin 31DF, isoform A
17647799	P54399	-0.343204754517777	0.13	protein disulfide isomerase, isoform A
17647799	X2JGP4	-0.343204754517777	0.13	protein disulfide isomerase, isoform A
17647815	P81900	-0.411426245726465	0.3	cAMP-dependent protein kinase R2, isoform A
17647849	Q7KY04	-0.359384441786967	0.51	Rab4, isoform B
17647879	M9PFF0	-0.52083216330144	0.07	ribosomal protein L13, isoform A
17647879	P41126	-0.52083216330144	0.07	ribosomal protein L13, isoform A
17647889	P17704	-0.572932811859957	0.17	ribosomal protein S17
17737463	Q24368	-0.337935644633471	0.49	imitation SWI, isoform A [Drosophila melanogaster]
17647897	Q24186	-0.325986311461716	0.09	ribosomal protein S5a
17647897	X2JKU5	-0.325986311461716	0.09	ribosomal protein S5a
18857987	Q9W4A6	0.332575339086871	0.96	CG42492, isoform A [Drosophila melanogaster]
18921153	Q9W335	0.335888500608413	0.2	lethal (1) G0320 [Drosophila melanogaster]
19920826	Q8STG9	-0.329064276168991	0.17	Sec61alpha [Drosophila melanogaster]
20129743	A1Z6X6	-0.330148601692331	0.37	CG1707 [Drosophila melanogaster]
21355443	E2QCZ9	-0.343652866042079	0.34	CG1129, isoform A [Drosophila melanogaster]
21355443	Q7JZB4	-0.343652866042079	0.34	CG1129, isoform A [Drosophila melanogaster]
17648041	O02195	-0.339403061441993	0.21	Trip1
17648123	Q9W029	-0.205557982473188	0.42	yellow-g
17648125	Q9VL70	-0.209671180235069	0.16	yippee interacting protein 2
17737369	O15971	-0.442943495848728	0.44	Rab10
24583531	Q9VKQ2	-0.333423733725192	0.29	CG17127, isoform A [Drosophila melanogaster]
17737397	Q9V447	-0.318230906231616	0.15	kruppel homolog 2, isoform A
17737397	X2J4W8	-0.318230906231616	0.15	kruppel homolog 2, isoform A
24646155	Q9VGF3	-0.332775477124355	0.67	CG18547 [Drosophila melanogaster]
17737433	O16043	-0.19426882042206	0.69	decondensation factor 31, isoform A
24649473	Q9VCF2	0.327757081149192	0.26	CG31140, isoform A [Drosophila melanogaster]
24651577	Q9VA09	0.329545741768268	0.59	guanylyl cyclase beta-subunit at 100B [Drosophila melanogaster]
24661375	Q8IQB7	0.339100509355839	0.25	CG32032 [Drosophila melanogaster]
17737439	Q9V4I1	0.136419198226595	0.51	cytochrome P450-9b2
45551633	D0IQJ2	-0.334628183427887	0.67	I'm not dead yet, isoform B [Drosophila melanogaster]
45551633	Q9VVT2	-0.334628183427887	0.67	I'm not dead yet, isoform B [Drosophila melanogaster]
46409174	Q8MSG8	-0.332123861993251	0.56	RE18645p [Drosophila melanogaster]
146188982	A4V9Y5	-0.330685707840088	0.65	CG9080 protein [Drosophila melanogaster]
17737499	A0A0B4KEY5	-0.232559447493447	0.29	lethal (2) essential for life, isoform A
17737499	P82147	-0.232559447493447	0.29	lethal (2) essential for life, isoform A
221377917	Q8IPQ2	-0.336348610633534	0.27	collapsin response mediator protein, isoform E [Drosophila melanogaster]
17737543	P32392	-0.334721121439324	0.15	Actin-related protein 3, isoform A
17737635	M9PFN1	-0.170409208542306	0.32	reptin, isoform A
17737635	Q9V3K3	-0.170409208542306	0.32	reptin, isoform A
386765104	A0A0B4K6I7	0.33761852545363	0.63	transforming acidic coiled-coil protein, isoform L [Drosophila melanogaster]
386765228	A0A0B4K602	-0.330916878114617	0.95	TBP-associated factor 1, isoform E [Drosophila melanogaster]
386771014	M9NE87	-0.335574735759812	0.32	CG10616, isoform B [Drosophila melanogaster]
442623875	A0A0B4KF84	-0.339368542829801	0.38	Stretchin-Mlck, isoform S [Drosophila melanogaster]
17737663	O18338	-0.419744501956371	0.4	Rab8, isoform A
17737731	M9PG76	-0.184271896917391	0.25	ribosomal protein LP0, isoform A
17737731	P19889	-0.184271896917391	0.25	ribosomal protein LP0, isoform A
1575599	Q94918	0.328785898654513	0.98	epidermal growth factor-like protein [Drosophila melanogaster]
17737741	Q9VNT5	-0.160753355544062	0.65	thioredoxin reductase 2
17737775	A0A0B4LGS4	-0.194931803799005	0.42	vacuolar H[+]-ATPase 26kD E subunit, isoform B
17737775	P54611	-0.194931803799005	0.42	vacuolar H[+]-ATPase 26kD E subunit, isoform B
10190801	Q9U1L3	-0.324434950497937	0.45	EG:BACR7A4.5 [Drosophila melanogaster]
13124684	P04146	-0.321017589940202	0.41	RecName: Full=Copia protein; AltName: Full=Gag-int-pol protein; Contains: RecName: Full=Copia VLP protein; Contains: RecName: Full=Copia protease
17737777	Q9VNE2	0.258239556595549	0.18	extra bases, isoform G
17737817	Q9VIB5	-0.154974659976341	0.33	alpha-Esterase-7
17737841	Q24492	-0.175086706558091	0.33	replication protein A 70
17737897	O96299	-0.296493047511092	0.48	sorbitol dehydrogenase-2
18859751	Q9VZ71	-0.316414102214857	0.27	CG15211, isoform A [Drosophila melanogaster]
17737907	O16797	-0.295455883526171	0.19	ribosomal protein L3, isoform A
17737927	P40301	-0.532495080827021	0.08	proteasome 25kD subunit
17737937	P10351	0.19921930823635	0.53	rosy
17737941	P11146	-0.214124805352848	0.09	heat shock protein cognate 2
17737967	C7LA75	-0.195920209975257	0.16	heat shock protein cognate 4, isoform A
17737967	P11147	-0.195920209975257	0.16	heat shock protein cognate 4, isoform A
24655327	Q7KB18	-0.321347416658195	0.4	juvenile hormone epoxide hydrolase 2, isoform A [Drosophila melanogaster]
24658164	Q9W246	-0.3298477581836	0.32	CG4554 [Drosophila melanogaster]
25012345	Q8IGY6	0.320333075331982	0.36	RE05346p, partial [Drosophila melanogaster]
28571792	Q8MRN5	-0.32130324511989	0.47	CG31233 [Drosophila melanogaster]
28573446	Q8MSU3	-0.321137360397362	0.34	CG8399 [Drosophila melanogaster]
17738015	Q9VEJ0	-0.366556698040433	0.11	peroxiredoxin 3
45550973	Q9VK25	0.31673542566704	0.28	phosphoethanolamine cytidylyltransferase, isoform B [Drosophila melanogaster]
66771323	Q4V5U9	0.325630560113344	0.41	IP06576p [Drosophila melanogaster]
161015969	A9LRV8	-0.319068440748122	0.56	monovalent cation/nutrient amino acid symporter NAT3 [Drosophila melanogaster]
17738177	A0A0B4KHS9	-0.263034405833794	0.1	protein phosphatase 1alpha at 96A, isoform A
17738177	P48461	-0.263034405833794	0.1	protein phosphatase 1alpha at 96A, isoform A
161077430	Q8MLS1	-0.324434950497937	0.47	CG34424 [Drosophila melanogaster]
161077904	A8JV30	-0.316462627696084	0.46	CG34327 [Drosophila melanogaster]
17738283	A0A0B4KI24	-0.551499741828116	0.08	nucleoplasmin, isoform A
17738283	Q27415	-0.551499741828116	0.08	nucleoplasmin, isoform A
17862990	Q8T9C5	0.240263098175136	0.18	SD07655p
17863020	Q8T9B4	0.304209369066464	0.25	SD08921p
281361618	Q7KSN8	-0.325372652928517	0.13	CG31368, isoform D [Drosophila melanogaster]
17864154	A4V3Q6	-0.391578526454855	0.06	elongation factor 1alpha100E, isoform A
17864154	P05303	-0.391578526454855	0.06	elongation factor 1alpha100E, isoform A
442614664	M9PGI6	-0.314635602321006	0.15	Sec22, isoform B [Drosophila melanogaster]
442625336	M9PE28	0.330959736705008	0.21	tho2, isoform C [Drosophila melanogaster]
429076	P47949	-0.312503082098094	0.78	troponin-C [Drosophila melanogaster]
5835240	NA	-0.310424122768912	0.54	NADH dehydrogenase subunit 3 (mitochondrion) [Drosophila melanogaster]
17864160	P23226	0.284260447629026	0.58	Microtubule-associated protein 205, isoform A
17136758	M9PCM4	0.31034012061215	0.23	transcription factor IIB, isoform A [Drosophila melanogaster]
17136758	P29052	0.31034012061215	0.23	transcription factor IIB, isoform A [Drosophila melanogaster]
17864306	Q9VF27	-0.374395514781498	0.09	NADH:ubiquinone reductase 23kD subunit precursor
17864318	Q9V3G1	-0.385147927359918	0.12	ribosomal protein L8, isoform A
19922796	Q7K274	-0.307471259683013	0.12	lethal (2) k09913, isoform C [Drosophila melanogaster]
17864332	H5V895	-0.267480310864986	0.07	flapwing, isoform B
17864332	P48462	-0.267480310864986	0.07	flapwing, isoform B
17864388	Q9V3D2	-0.230368216913472	0.68	coproporphyrinogen oxidase
17864388	X2J9R2	-0.230368216913472	0.68	coproporphyrinogen oxidase
17864488	Q9Y105	-0.318224126123944	0.45	Glutaminyl-tRNA synthetase
17864602	A4V2B8	-0.186495764645676	0.43	casein kinase IIalpha, isoform B
17864602	P08181	-0.186495764645676	0.43	casein kinase IIalpha, isoform B
24581165	Q9VQD7	-0.310340120612151	0.38	CG3214, isoform A [Drosophila melanogaster]
24640631	Q9W3D6	0.3184475261524	0.41	CG12065, isoform A [Drosophila melanogaster]
17864668	Q9VEX6	0.23288479515409	0.43	belphegor, isoform A
17865652	Q9U616	-0.601037263579227	0.07	pumpless
17865835	O76742	-0.301169534720565	0.33	Rab7, isoform A
17933554	O97428	-0.201033488692868	0.16	ciboulot, isoform B
17933648	C0MJE4	-0.394278939112046	0.45	chromatin assembly factor 1 subunit, isoform A
17933648	Q24572	-0.394278939112046	0.45	chromatin assembly factor 1 subunit, isoform A
28316937	Q86P47	0.31315788525963	0.27	SD17909p, partial [Drosophila melanogaster]
28571445	Q8IRR5	-0.31540113977092	0.84	Sirt4, isoform C [Drosophila melanogaster]
17933656	A4V383	-0.133266530863464	0.53	NADH:ubiquinone reductase 42kD subunit precursor, isoform A
17933656	P91929	-0.133266530863464	0.53	NADH:ubiquinone reductase 42kD subunit precursor, isoform A
41615602	NA	0.308122295362332	0.15	TPA_inf: HDC01575 [Drosophila melanogaster]
66770993	Q4V4S5	0.306888695423221	0.54	IP11537p [Drosophila melanogaster]
80979041	Q9VUQ5	-0.316227344999387	0.2	Argonaute-2 [Drosophila melanogaster]
17933686	Q9VLT3	0.375509135092206	0.7	macroglobulin complement-related
116007492	A0A0B4K7S5	-0.312939311660108	0.48	Ste20-like kinase, isoform A [Drosophila melanogaster]
116007492	P83098	-0.312939311660108	0.48	Ste20-like kinase, isoform A [Drosophila melanogaster]
116008420	Q9VCH5	-0.308233651091776	0.38	nucleoporin 98-96, isoform A [Drosophila melanogaster]
17933722	Q7KRU8	-0.216317906926763	0.2	ferritin 1 heavy chain homologue, isoform A
161078170	Q9VGY8	-0.309230194472741	0.39	CG14688 [Drosophila melanogaster]
221468633	B7YZQ1	-0.306838758764422	0.93	Sterile20-like kinase, isoform F [Drosophila melanogaster]
281364636	E1JHB6	0.311253543221577	0.34	PDGF- and VEGF-receptor related, isoform I [Drosophila melanogaster]
386764548	M9NF89	0.306253159715814	0.44	U2 small nuclear riboprotein auxiliary factor 50, isoform B [Drosophila melanogaster]
17933740	P12982	-0.236261086586292	0.21	protein phosphatase 1 at 87B
442617848	A0A0B4KGC6	0.314873337353412	0.31	like-AP180, isoform H [Drosophila melanogaster]
157012	P25439	-0.29685607293053	0.36	brahma protein [Drosophila melanogaster]
17945584	Q8SYZ8	-0.222392421336448	0.56	RE26342p
17975567	E1JJM9	-0.581571911520382	0.23	ribosomal protein S15Aa, isoform D
17975567	P48149	-0.581571911520382	0.23	ribosomal protein S15Aa, isoform D
2411487	O18373	0.296981737757132	0.36	selenophosphate synthetase [Drosophila melanogaster]
6006748	Q9V948	-0.296393002780225	0.58	hnRNP K protein homolog [Drosophila melanogaster]
6690786	NA	0.293311051603901	0.99	Short stop/Kakapo truncated isoform [Drosophila melanogaster]
16198299	Q95TI3	0.29506148903468	0.3	SD01790p [Drosophila melanogaster]
17975579	C0HKA0	-0.594776790548112	0.12	ribosomal protein S14a, isoform B
17975579	C0HKA1	-0.594776790548112	0.12	ribosomal protein S14a, isoform B
17975579	X2JCX8	-0.594776790548112	0.12	ribosomal protein S14a, isoform B
17981717	P17336	-0.199444088362367	0.07	catalase
17136690	B5X0J6	0.294277109652741	0.66	Src oncogene at 42A, isoform A [Drosophila melanogaster]
17136690	Q9V9J3	0.294277109652741	0.66	Src oncogene at 42A, isoform A [Drosophila melanogaster]
18079273	Q26365	-0.222392421336448	0.26	stress-sensitive B, isoform A
18079273	X2JB48	-0.222392421336448	0.26	stress-sensitive B, isoform A
18079297	Q9W330	0.133025418630783	0.4	hexokinase A, isoform A
17137634	O97102	-0.296837113924532	0.51	smt3 [Drosophila melanogaster]
18461323	Q8WSN4	-0.282189830719867	0.24	GMP synthetase
18497296	Q5U0V7	0.248820546614093	0.29	synaptojanin, isoform B
18858089	Q9W2X6	-0.215728691055437	0.09	lethal (1) G0230, isoform A
17738077	A0A1B2AL12	-0.293292226926475	0.38	ribosomal protein S20 [Drosophila melanogaster]
17738077	P55828	-0.293292226926475	0.38	ribosomal protein S20 [Drosophila melanogaster]
18858091	E2QD64	-0.421772333307572	0.34	CG2982
